production_budget,worldwide_gross,title_year,aspect_ratio,duration,duration.1,cast_total_facebook_likes,budget,imdb_score,gross
5000000,4816142,2015,2.35,121,121,6617,5000000,4.6,4700361
5000000,4414753,2006,1.85,90,90,5900,40455386.33,5.4,4328294
5000000,7951247,1997,2.35,112,112,2820,5000000,7.7,4306697
5000000,4815890,2008,2.35,110,110,25676,5000000,6.8,4040588
5000000,3707583,1982,2.126976154,87,87,1324,5000000,6.2,48319332.87
5000000,3807503,2015,2.35,95,95,1836,5000000,7.1,3219029
5000000,5438120,1994,2.35,108,108,14574,5000000,7.4,3049135
5000000,2821010,2010,2.35,97,97,10517,5000000,6.4,2711210
5000000,2786939,2014,2.35,112,112,12897,5000000,7,2445646
5000000,6205034,2010,1.85,91,91,1582,5000000,7,2221809
5000000,2080693,1998,1.85,116,116,1209,5000000,7,1980338
5000000,8655397,2004,2.35,94,94,24994,5000000,7.7,1082044
5000000,1050861,1992,1.85,103,103,1201,5000000,6.8,1100000
5000000,851690,2014,2.126976154,99,99,3382,5000000,4.4,830210
5000000,894030,2003,1.85,98,98,5185,5000000,6.3,296665
5000000,648183,2006,2.35,88,88,1665,5000000,5.6,48319332.87
5000000,407488,1996,1.85,91,91,648,7000000,7.1,1040879
5000000,353480,1996,2.35,97,97,13718,5000000,6.1,326308
5000000,1375194,2007,2.35,136,136,172,40455386.33,7.4,240425
5000000,228830,2008,2.35,118,118,6,40455386.33,7.5,228830
5000000,5476793,2010,2.35,89,89,2958,40455386.33,7.6,223615
5000000,282687,2008,1.85,90,90,4987,5000000,7.3,124720
5000000,121016,1947,1.37,95,95,538,3209000,6.2,48319332.87
5000000,99147,1998,1.85,90,90,3207,2000000,6.2,99147
5000000,96760,2004,1.85,95,95,2984,5000000,4.6,48319332.87
5000000,861325,2007,1.85,90,90,408,5000000,6.2,65087
5000000,56001,2014,2.126976154,105,105,1986,5000000,7.5,37440
5000000,83356,2004,2.35,103,103,1789,5000000,3.3,16066
5000000,7556,2015,2.126976154,91,91,117,5000000,4.2,48319332.87
5000000,4568257,2009,2.126976154,90,90,3217,40455386.33,4.5,48319332.87
5000000,1504960,2008,2.35,92,92,1258,2500000,6.2,48319332.87
4900000,23347469,2009,1.85,99,99,1519,4000000,7.3,274385
4900000,6924321,2011,2.35,107,107,2363,3000000,6.5,48319332.87
4900000,15198,2007,2.35,89,89,2668,5000000,5.3,48319332.87
4833610,34175000,1996,1.85,148,148,3967,890000,8,24475416
4800000,82241110,2005,2.35,93,93,2990,4800000,5.9,47277326
4800000,4494560,2013,1.85,90,90,34779,4800000,5.7,778565
4750000,4972016,2011,2.35,121,121,1520,5000000,7.4,1729969
4750000,3061763,2005,2.35,94,94,3690,2800000,6.8,1247453
4700000,1705139,1988,1.85,118,118,2545,4700000,6.7,1705139
4700000,239962,2006,1.85,98,98,11703,40455386.33,6.8,238774
4638783,11000000,1973,2.35,106,106,2409,4638783,7.4,48319332.87
4600000,3479302,2005,2.126976154,79,79,286,40455386.33,5.4,48319332.87
4600000,36751984,2013,2.126976154,108.5771861,108.5771861,5,40455386.33,7.1,48319332.87
4600000,3099369,2004,1.85,105,105,18105,40455386.33,7.8,1340891
4600000,968805,2007,1.85,97,97,15093,4600000,5.9,434417
4600000,731767,1980,1.85,94,94,498,2200000,7.2,48319332.87
4600000,731767,2006,1.85,100,100,122,40455386.33,7.3,728
4500000,81198894,1984,1.85,96,96,3113,4500000,6.7,81200000
4500000,242895809,1994,1.66,117,117,1862,4500000,7.1,52700832
4500000,47923795,1980,1.85,104,104,1662,4500000,5.7,48319332.87
4500000,27092880,1982,1.85,90,90,5002,4500000,7.2,48319332.87
4500000,13417292,2002.130733,16,43,43,1587,40455386.33,7.7,48319332.87
4500000,25344490,2002,2.35,108,108,26050,15000000,7.7,13060843
4500000,10400000,1956,1.66,115,115,588,4500000,7.4,48319332.87
4500000,7011317,1996,1.85,109,109,3668,4500000,7.4,3798532
4500000,7388858,2000,1.37,102,102,2235,4500000,8.4,3609278
4500000,3500000,1945,1.37,100,100,496,40455386.33,7.1,48319332.87
4500000,5428387,1998,2,115,115,371,700000000,7.2,1687311
4500000,1500000,1986,1.85,122,122,2762,4500000,7.5,48319332.87
4500000,7301393,2001,2.35,133,133,17040,4500000,8.1,727883
4500000,1022649,2002,1.85,106,106,2110,2000000,6.8,410241
4500000,281447,2009,1.85,98,98,5041,40455386.33,6.5,278821
4500000,597989,2015,2.35,95,95,1885,8500000,5.6,131175
4500000,4556982,2002,1.85,109,109,131,40455386.33,7.9,181655
4500000,2481925,2009,2.35,104,104,15860,4500000,5.9,108229
4500000,92723,2001,1.85,99,99,29325,2500000,6.5,92191
4500000,7838405,2012,2.35,112,112,4810,3000000,6.1,26345
4500000,11774,2014,2.126976154,103,103,3089,4500000,5.8,8691
4400000,108981275,1975,1.85,133,133,2176,4400000,8.7,112000000
4400000,36145695,1976,1.85,87,87,2951,4400000,6.7,48319332.87
4400000,9969237,2016,2.35,130,130,151,4400000,8.5,48319332.87
4300000,39374600,2002,2.35,101,101,497,6000000,7.6,20772796
4300000,10158355,2000,2.35,89,89,1291,40455386.33,7.3,6940281
4300000,9791282,2009,2.35,133,133,1045,150000000,7.2,199228
4200000,8078683,2002.130733,16,60,60,3026,40455386.33,8.1,48319332.87
4200000,101740,2009,2.35,90,90,1951,4000000,5,101055
4030000,2542264,1997,1.85,93,93,938,40455386.33,7.1,2542264
4000000,109492484,1981,1.85,94,94,582,4000000,6.2,105500000
4000000,62546695,1992,2.35,112,112,2412,2300000,7.3,62549000
4000000,117085297,2003,1.85,101,101,32015,4000000,7.8,44566004
4000000,38251425,1977,1.37,93,93,12691,4000000,8.1,39200000
4000000,36000000,1952,1.37,152,152,825,4000000,6.7,36000000
4000000,52819253,2015,2.35,91,91,4807,4000000,4.6,35385560
4000000,49800000,1995,1.66,111,111,14823,3600000,7.6,31968347
4000000,43766463,2001,2.35,112,112,13707,4000000,7.1,31252964
4000000,50692666,2014,1.85,165,165,673,4000000,8,25359200
4000000,36275469,2010,1.85,106,106,18645,3500000,7.1,20803237
4000000,21206861,2014,1.85,86,86,4073,4000000,4.7,17314483
4000000,25448707,2013,2.35,93,93,46868,5000000,4,15152879
4000000,14237880,1985,1.85,108,108,2020,4000000,7.3,48319332.87
4000000,14237880,1985,1.85,108,108,2020,4000000,7.3,48319332.87
4000000,13000000,1988,2.35,93,93,837,4000000,7.3,13008928
4000000,11744471,1963,2.35,172,172,1785,4000000,8.3,48319332.87
4000000,10941801,2004,1.85,109,109,2649,40455386.33,5.4,10941801
4000000,40107018,2006,1.85,96,96,20132,4000000,6.7,10515579
4000000,10097096,2001,1.85,93,93,955,4000000,4.6,10097096
4000000,9821335,2000,1.85,82,82,3354,6000000,4,9821335
4000000,11131455,2003,2.35,101,101,3086,3200000,7,8243880
4000000,8200000,1961,1.66,120,120,1652,4000000,7.4,48319332.87
4000000,10770993,2006,1.85,81,81,50831,4000000,5.9,7825820
4000000,7555256,1995,1.85,82,82,1002,40455386.33,4.6,7557877
4000000,11799060,2002,1.85,110,110,19928,4000000,6.7,6525762
4000000,6000000,1969,1.85,127,127,753,4000000,6.3,48319332.87
4000000,4630045,2006,1.85,90,90,1566,40455386.33,6,4613815
4000000,4301000,1995,1.85,110,110,7921,4000000,6.7,4301331
4000000,9413956,2002,1.85,104,104,2251,4000000,7.1,4046737
4000000,3816594,2003,1.85,96,96,972,8000000,2.7,3713002
4000000,3468572,1988,1.85,110,110,1966,4000000,7.3,3468572
4000000,2922988,1996,1.85,84,84,3559,4000000,7.6,2892582
4000000,5966671,2011,2.35,102,102,48,4000000,8.5,2601847
4000000,3858964,2007,2.55,93,93,776,4000000,6.5,2426851
4000000,1989035,2011,2.35,83,83,2353,40455386.33,6.6,1429260
4000000,1919197,2005,2.35,96,96,1208,4000000,6.6,1325073
4000000,1983596,2011,1.85,88,88,4777,4000000,6.2,48319332.87
4000000,973613,2005,1.85,101,101,1215,4000000,6.9,864959
4000000,800000,1987,1.85,87,87,1700,4000000,4.8,800000
4000000,563711,2002,1.85,99,99,3130,4000000,7,562059
4000000,399793,1999,1.78,106,106,4343,4000000,5.4,399793
4000000,373375,2013,2.35,117,117,13607,4000000,6.9,371897
4000000,354704,1987,1.85,102,102,11083,1300000,5.9,354704
4000000,302204,1997,2.35,99,99,975,3000000,6.6,302204
4000000,267972,2000,1.85,85,85,2282,1500000,6.3,265107
4000000,185577,1999,1.85,86,86,2805,4000000,6.3,185577
4000000,324218,2014,2.35,104,104,1281,4000000,6,143653
4000000,4854356,2013,2.35,120,120,824,4000000,7.7,100412
4000000,146402,2002,1.85,113,113,387,4000000,7.7,146402
4000000,120016,2010,2.35,106,106,916,9500000,7,58214
4000000,75078,2000,1.85,103,103,1403,14000000,6.3,75078
4000000,64359,1998,2.126976154,93,93,643,2500000,5.9,64359
4000000,34145,1998,2.35,100,100,5796,4000000,5,48319332.87
4000000,679482,2010,2.35,98,98,1038,650000,6.5,18469
4000000,12836,1997,1.85,92,92,20135,4000000,5.8,12836
4000000,978527,2011,2.35,119,119,10984,4000000,6,48319332.87
4000000,4327,2012,2.35,93,93,242,4000000,5.2,4063
4000000,442550,2011,2.35,99,99,2631,4000000,6.3,48319332.87
4000000,63180,2003,2.35,90,90,1298,40455386.33,6.3,48319332.87
3900000,390525192,1939,1.37,226,226,1862,3977000,8.2,198655278
3900000,28350000,1966,1.66,120,120,1238,2000000,7.9,48319332.87
3800000,23689877,1976,1.85,121,121,5987,3800000,8.1,48319332.87
3800000,41914,2009,1.85,92,92,3229,40455386.33,7.3,48319332.87
3800000,340930,2009,2.35,99,99,298,3800000,6.9,19959
3800000,14873,1965,2.35,152,152,2888,3800000,6.8,14873
3768785,8000000,1950,1.37,107,107,731,3768785,7,8000000
3750000,2436111,2010,1.85,97,97,1269,40455386.33,7.3,304137
3750000,44462,2009,2.35,95,95,2658,3500000,6.8,37606
3716946,5000000,1970,1.85,121,121,1970,3716946,7.3,48319332.87
3600000,44785053,1969,1.85,113,113,465,3600000,7.9,48319332.87
3500000,83453539,1980,1.85,88,88,2726,3500000,7.8,83400000
3500000,257938649,1997,1.85,91,91,2323,3500000,7.2,45857453
3500000,257938649,1997,1.85,91,91,2323,3500000,7.2,45857453
3500000,27731527,1993,1.85,97,97,3036,3500000,7.5,27900000
3500000,27936778,1995,1.85,97,97,3455,3500000,7.3,27900000
3500000,40454520,2015,1.66,92,92,1122,3500000,6.8,25138292
3500000,14000000,1987,1.85,85,85,3617,3500000,6,14000000
3500000,13007551,1967,2.35,134,134,970,3500000,8,48319332.87
3500000,12800000,1959,1.78,149,149,646,3500000,7.6,48319332.87
3500000,12600000,1972,1.85,116,116,771,2000000,7.5,48319332.87
3500000,12000000,1966,2.35,121,121,2402,3500000,7,48319332.87
3500000,10317779,1998,1.85,93,93,987,3500000,3.9,10305534
3500000,13795053,1996,1.85,96,96,995,3500000,6.1,9449219
3500000,6451628,1998,2.35,105,105,4238,3500000,7.5,6390032
3500000,5923044,1987,1.85,37,37,1347,3600000,7.8,5923044
3500000,3293258,2001,1.85,81,81,2238,3000000,5.2,3293258
3500000,221096,2006,1.85,101,101,3574,3500000,6.5,220234
3500000,182695,2016,1.85,105,105,1043,3500000,4.7,123777
3500000,113783,2005,1.85,98,98,20009,3500000,6.4,101228
3500000,96793,2004,2.35,91,91,6380,3500000,5.3,96793
3500000,29233,2015,2.126976154,100,100,24,3500000,7,29233
3500000,9871,1998,1.37,104,104,2406,1000000,5.5,48319332.87
3400000,31063038,1977,1.85,94,94,2861,3400000,6.7,48319332.87
3400000,20433227,2011,1.85,107,107,22834,3500000,7.1,5354039
3400000,4124277,2008,1.66,92,92,3608,3000000,6.5,2926565
3400000,12636,2011,2.35,99,99,320,40455386.33,6.1,48319332.87
3300000,33474334,2014,2.4,107,107,26495,3300000,8.5,13092000
3300000,12405473,2006,1.85,91,91,2747,3300000,7.4,8108247
3300000,5422740,1999,1.85,99,99,1430,2200000,7.1,104257
3300000,19875,2006,1.85,93,93,11860,40455386.33,6.7,17311
3300000,40262,2014,16,97,97,3717,3300000,4.5,48319332.87
3250000,6965361,1982,1.85,98,98,1105,4300000,6.6,48319332.87
3250000,7680,1999,2.126976154,92,92,2020,2000000,6.4,7680
3200000,33395426,1968,1.85,136,136,2997,2300000,8,48319332.87
3200000,8000000,1962,1.85,113,113,2693,3200000,8.1,48319332.87
3200000,14441158,2004,1.85,101,101,308,3000000,7.5,6517198
3200000,14314407,2010,1.85,105,105,2016,3200000,7.2,5776314
3200000,2828590,2009,2.35,99,99,1936,40455386.33,7.2,2277396
3200000,690872,2005,2.35,95,95,170118,3200000,6.4,48319332.87
3180000,9644124,1946,1.37,118,118,1844,3180000,8.6,48319332.87
3100000,123407,2012,1.85,108,108,1962,3200000,5.7,48319332.87
3000000,177512032,2010,1.85,98,98,1081,3000000,5.7,84749884
3000000,91265155,2013,2.35,85,85,3708,3000000,5.7,64423650
3000000,87727807,2012,2.35,110,110,2239,3000000,6.8,48056940
3000000,38236338,2000,1.85,115,115,1964,3000000,6.6,38168022
3000000,33300000,1957,2.35,161,161,1035,3000000,8.2,27200000
3000000,32653000,2014,2.35,109,109,900,40455386.33,7.3,377420
3000000,55193251,1998,2.35,91,91,1965,3000000,7.4,24788807
3000000,27788649,1997,1.85,98,98,4277,3000000,5.1,24629916
3000000,58240487,2002,1.85,120,120,1779,4000000,8,21244913
3000000,21163999,1985,1.85,87,87,1472,2200000,5.4,30000000
3000000,20966644,1985,1.66,117,117,1665,3000000,7.4,20966644
3000000,20123742,2009,2.35,132,132,91,12000000,7.7,119922
3000000,19184820,2002,1.85,113,113,159,3000000,5.4,19184015
3000000,24600000,1960,2.35,125,125,1328,3000000,8.3,48319332.87
3000000,17570324,1958,1.85,108,108,649,3000000,8.1,48319332.87
3000000,17489009,1970,2.35,95,95,1186,3000000,6.1,48319332.87
3000000,15935068,1993,1.85,91,91,2899,2500000,4.3,15935068
3000000,15000000,1990,1.85,100,100,1441,3000000,5.3,15369573
3000000,13200000,1976,1.85,120,120,2811,4490375,6.8,48319332.87
3000000,13000000,1966,1.85,128,128,70,6000000,6.7,48319332.87
3000000,12051924,2005,1.85,100,100,2165,3000000,7.2,11694528
3000000,11052713,1985,2.126976154,97,97,1163,3000000,6.6,48319332.87
3000000,10400000,1960,1.66,146,146,1444,3000000,7.9,48319332.87
3000000,10172519,2009,1.85,84,84,4815,3000000,5.9,10017041
3000000,10000000,1961,1.75,186,186,3847,3000000,8.3,48319332.87
3000000,9017070,1999,1.85,94,94,1936,40455386.33,5.2,9016377
3000000,9012000,1948,1.37,126,126,2269,3000000,7.8,48319332.87
3000000,23376973,2013,1.85,109,109,328,3000000,7.9,8114507
3000000,7888000,1987,1.85,95,95,1389,3000000,3.2,7888703
3000000,7301115,2006,1.85,99,99,2321,3000000,3,7059537
3000000,7000000,1988,1.85,97,97,1395,3000000,6.5,7282851
3000000,6879730,2004,2.126976154,94,94,3049,40455386.33,6.9,6879730
3000000,7777790,2002,1.85,90,90,2510,3000000,7,5844929
3000000,11322573,2005,2.35,117,117,1394,40455386.33,7.8,3222857
3000000,30438635,1999,1.85,96,96,1616,1900000,6.9,4170647
3000000,4142507,2000,1.85,82,82,858,3000000,4.4,4142507
3000000,11267511,2012,1.85,86,86,2260,40455386.33,7.4,4063238
3000000,4570178,2010,2.35,90,90,3692,40455386.33,6.6,4033268
3000000,4000000,1971,1.33,89,89,1011,3000000,7.8,48319332.87
3000000,3902679,1993,1.66,98,98,1806,3000000,5.3,3902679
3000000,4002884,1997,1.85,95,95,1363,3000000,5.3,3559990
3000000,3660880,1978,1.85,94,94,1618,3000000,8,48319332.87
3000000,3705923,2001,1.85,104,104,12250,4500000,7.1,3287435
3000000,7445044,2016,2.126976154,101,101,1335,3000000,5,3105269
3000000,3076820,1999,1.85,87,87,9555,3500000,5.4,3071947
3000000,2962051,1996,1.85,108,108,11459,3300000,6.9,2961991
3000000,11537539,2005,2.35,94,94,278,3000000,7.3,2912363
3000000,3237452,2010,1.78,110,110,1567,3500000,6.3,2848578
3000000,5746453,1998,1.85,134,134,36859,3000000,7.8,3000000
3000000,2255000,2003,1.85,89,89,539,3000000,6.6,2223990
3000000,1821983,2014,2.35,102,102,43810,3000000,5.4,1821983
3000000,1324299,2011,1.85,99,99,2452,40455386.33,5.7,1007535
3000000,6239723,2003,2.35,120,120,852,3000000,8.4,2181290
3000000,834953,2011,2.35,86,86,1249,3000000,6.1,703002
3000000,12577401,2012,2.35,87,87,8353,3000000,5.3,418268
3000000,5922292,2009,1.33,123,123,13636,40455386.33,7.3,373060
3000000,295493,1996,1.85,102,102,1663,3000000,6.9,48319332.87
3000000,252726,2006,2.126976154,87,87,2715,3000000,7.2,252726
3000000,1022453,2009,2.35,88,88,1495,5000000,4.1,143000
3000000,223652,2012,1.78,93,93,1467,3000000,5.3,200803
3000000,133411,2009,1.85,86,86,975,40455386.33,6.2,128937
3000000,95204,2004,1.85,98,98,362,2700000,7.4,95016
3000000,78948,2011,2.126976154,100,100,4374,3000000,5.9,73678
3000000,39852,1999,1.85,97,97,1030,3000000,6.7,39852
3000000,156362,2011,2.35,122,122,4920,3000000,5.8,22000
3000000,5073,2009,2.126976154,96,96,1929,3000000,5.9,5005
3000000,4655,2005,1.78,80,80,313,3000000,3.3,48319332.87
3000000,2932419,2015,2.126976154,83,83,4756,3000000,5.3,48319332.87
3000000,82780,2014,1.85,83,83,7191,40455386.33,5.5,48319332.87
3000000,47469,2013,2.35,85,85,844,3000000,5.5,48319332.87
2900000,17006158,1998,2.35,113,113,167,2900000,8,5595428
2900000,5000000,1961,2.35,136,136,2167,2900000,7.3,48319332.87
2900000,3127472,2005,1.85,105,105,1231,1500000,6.5,3123749
2900000,172867,2010,2.126976154,93,93,2305,3000000,6.4,100675
2900000,25935,2010,1.85,90,90,362,40455386.33,6.1,48319332.87
2883848,25000000,1959,1.66,120,120,527,2883848,8.3,25000000
2850000,6435262,2003,2.35,89,89,923,2200000,6.8,3645438
2800000,86300000,1974,1.85,106,106,2703,2800000,8,86300000
2800000,23591783,2005,1.85,116,116,727,8000000,7.4,22201636
2800000,19170001,1988,1.85,88,88,1855,2800000,5.3,19170001
2777000,33754967,1939,1.37,102,102,2509,2800000,8.1,22202612
2750000,5394447,2007,1.85,95,95,1797,2000000,5.7,952620
2700000,37799643,1979,1.85,118,118,681,2700000,7.4,48319332.87
2700000,15600000,1997,1.66,113,113,787,2700000,7.1,9054736
2700000,31517561,2006,2.35,144,144,1761,120000000,8.2,48319332.87
2700000,8200000,2015,2.126976154,141,141,434,3000000,6.6,48319332.87
2686000,6600000,1963,1.85,109,109,1949,2686585,6.9,48319332.87
2650000,16556,1996,1.85,95,95,25,2650000,7,48319332.87
2627000,5363000,1943,1.37,122,122,2555,2627000,7,48319332.87
2600000,119500000,1974,2.35,93,93,4701,2600000,7.8,119500000
2600000,32980880,1984,1.85,97,97,467,1800000,5.9,32600000
2600000,15298355,2013,1.33,82,82,205,40455386.33,7.4,3826455
2600000,3292333,2004,2.126976154,105,105,179,40455386.33,7.9,2276368
2600000,71248,2007,1.85,100,100,1082,2600000,5.3,48319332.87
2540000,7200000,1952,1.37,103,103,2510,2540800,8.3,48319332.87
2500000,59922558,2013,1.85,86,86,3421,2500000,5.1,40041683
2500000,33349941,2012,1.85,87,87,1111,2500000,5.1,33349949
2500000,32327255,2013,1.85,75,75,1385,2500000,6.7,32230907
2500000,36028802,2004,2.35,102,102,1655,2500000,7.6,26781723
2500000,34557416,1996,1.37,149,149,28713,26000000,6.9,25809813
2500000,25533818,2009,1.85,119,119,3226,15000000,4.9,33386128
2500000,25533818,2009,1.85,119,119,3226,15000000,4.9,33386128
2500000,13881317,2008,1.78,101,101,338,2500000,7.7,12995673
2500000,12300000,1971,2.35,98,98,2373,2500000,6.3,48319332.87
2500000,10000000,1963,2.35,112,112,1141,2500000,7.9,48319332.87
2500000,6916951,2013,2.35,95,95,10040,2500000,7.1,6851969
2500000,6401336,1991,1.78,104,104,19923,2500000,7.1,6401336
2500000,5674364,1995,1.85,105,105,36,2500000,8.1,5400000
2500000,4934356,2012,2.35,89,89,1980,2500000,7.1,3325638
2500000,2013052,2003,1.85,99,99,79,3200000,6.6,48319332.87
2500000,1687548,1999,2.35,107,107,2125,2500000,7,1282084
2500000,12267275,2003,1.85,106,106,2972,2000000,7.6,395592
2500000,497195,1990,2.126976154,34,34,1967,34000,7.1,333658
2500000,593933,2010,1.85,96,96,4590,2500000,6.8,322157
2500000,174255,2008,1.85,112,112,1252,2500000,7.6,173783
2500000,118666,2006,1.85,100,100,1064,2500000,6.6,118666
2500000,507446,2008,2.35,106,106,1739,14000000,6.2,115504
2500000,100280,2010,1.78,80,80,210,2500000,7.1,99851
2500000,108907,2008,1.85,90,90,862,2500000,5.9,75727
2500000,72260,2006,1.85,100,100,1491,2500000,5.7,71904
2500000,35017,2013,2.35,106,106,30,22000000,6.7,48319332.87
2500000,9598,2000,2.35,103,103,163,8400000,6.1,5725
2450000,182358,2011,1.85,105,105,1668,2450000,3.9,178739
2400000,5691854,1996,1.85,120,120,5963,2400000,6.8,5731103
2400000,1420418,2006,2.35,101,101,2306,2400000,5.1,978908
2400000,500296,2006,1.85,84,84,1490,40455386.33,6.6,438653
2380000,8739576,2006,1.85,101,101,3282,1500000,7.7,327919
2361000,3500000,1944,1.37,101,101,1627,2361000,6.5,48319332.87
2300000,14305540,2015,2.126976154,120,120,6752,2300000,5.9,12985267
2300000,11000000,1951,1.33,108,108,2329,2295429,7,48319332.87
2300000,574838,1998,1.85,97,97,2580,40455386.33,6.8,565592
2280000,83320000,1940,1.37,120,120,16,2280000,7.8,76400000
2200000,41158757,1971,1.85,104,104,1196,1800000,7.8,48319332.87
2200000,41158757,1971,1.85,104,104,1196,1800000,7.8,48319332.87
2200000,21930418,1985,1.85,92,92,170,2200000,4.7,21300000
2200000,388390,2007,1.85,117,117,2161,2200000,5.9,379643
2160000,9132000,1945,1.37,119,119,1490,2160000,7.5,48319332.87
2160000,37865,2005,1.85,90,90,244,1200000,5.8,48319332.87
2100000,23600000,1946,1.37,172,172,1941,2100000,8.1,23650000
2100000,1381824,2001,1.85,115,115,3293,40455386.33,7,510092
2100000,3330,2015,2.35,125,125,214,2100000,7.2,3330
2100000,23266821,2007,1.85,78,78,145,1500000,7.5,48319332.87
2000000,35185884,2011,2.35,129,129,2300,2000000,7,34522221
2000000,78900000,1963,1.37,115,115,1456,2000000,7.5,24800000
2000000,24600832,1981,2.35,87,87,1396,2000000,7.6,9003011
2000000,18344729,1973,1.85,89,89,11192,2000000,7.3,48319332.87
2000000,18016290,1972,1.85,88,88,12034,2000000,6.8,48319332.87
2000000,20649774,2014,2.35,100,100,1062,2000000,6.9,14673301
2000000,13129846,1962,1.85,129,129,3833,2000000,8.4,48319332.87
2000000,16610760,2011,1.85,86,86,218,2000000,5.3,12555230
2000000,11546543,1994,2.35,102,102,768,2000000,7.6,11546543
2000000,20741000,1999,1.85,118,118,563,2000000,7.6,11533945
2000000,9172000,1940,1.37,119,119,2555,1614000,7.1,48319332.87
2000000,7800000,1947,1.37,118,118,1846,2000000,7.4,48319332.87
2000000,7600000,1961,2.35,134,134,2290,2000000,8,48319332.87
2000000,7369373,1986,1.85,98,98,901,2000000,5.7,7369373
2000000,17403168,2003,1.66,80,80,29,9500000,7.8,7002255
2000000,7756617,1998,1.85,89,89,3163,2000000,7.2,6719300
2000000,16131551,2010,1.85,100,100,34446,2000000,7.2,6531491
2000000,8685632,2003,1.85,101,101,14412,40455386.33,7.5,6003587
2000000,11293790,2004,1.85,80,80,65,2700000,8,5792822
2000000,20883834,2000,1.85,115,115,318,2000000,8.1,5383834
2000000,9505996,2003,1.85,100,100,2186,1500000,6.8,4599680
2000000,15396525,2003,1.85,106,106,29,40455386.33,8.1,4581222
2000000,7799257,2010,2.35,105,105,13145,40455386.33,8.3,4311834
2000000,4000000,1938,1.37,106,106,1833,2000000,7,48319332.87
2000000,9615464,2005,1.85,91,91,1349,2000000,7.4,3885134
2000000,10166209,2015,1.85,96,96,3013,2000000,6.1,3590010
2000000,6225304,2005,1.85,116,116,50313,2000000,7,3335839
2000000,6030230,1999,1.85,116,116,675,40455386.33,7.5,3300230
2000000,2791973,2015,1.85,97,97,2739,2000000,5.3,2557668
2000000,3438804,2002,1.85,101,101,11327,2000000,4.7,2506446
2000000,13912289,2008,1.85,90,90,56,1500000,8,2283276
2000000,2077844,2002.130733,4,22,22,1359,40455386.33,8.1,48319332.87
2000000,1985292,2006,1.78,101,101,226,2000000,6.5,1984378
2000000,1660865,2003,1.85,120,120,359,2000000,3.3,1098224
2000000,2166392,2015,2.35,102,102,11184,2000000,6.9,1477002
2000000,1433319,2007,1.85,102,102,446,2000000,8.3,1430185
2000000,1134358,2007,1.85,100,100,408,2000000,8.1,1134049
2000000,1869928,2010,1.33,104,104,3427,40455386.33,6.5,977600
2000000,1075504,2000,1.85,99,99,1156,40455386.33,7.3,110000
2000000,636706,2010,1.85,86,86,768,3400000,4.6,535249
2000000,539961,1997,2.126976154,96,96,3011,40455386.33,6.4,444354
2000000,466106,2004,1.85,96,96,51441,6000000,7,371081
2000000,2350641,2007,1.85,94,94,1511,40455386.33,5.4,347578
2000000,304602,2015,2.35,129,129,26176,13500000,4.5,186354
2000000,759504,2006,1.85,96,96,774,2000000,6.6,198407
2000000,147299,2014,2.35,94,94,10869,40455386.33,5.9,137945
2000000,134624,1998,1.85,91,91,36,2000000,6.7,124494
2000000,121807,2000,2.126976154,108.5771861,108.5771861,613,40455386.33,2.8,48319332.87
2000000,2226603,2004,2.35,90,90,865,40455386.33,7.4,120620
2000000,102645,2009,2.35,85,85,36885,3800000,5.8,100669
2000000,72544,1997,1.85,96,96,5535,40455386.33,7.1,48319332.87
2000000,2046090,2008,2.35,93,93,653,40455386.33,5.3,55202
2000000,37227,2003,1.85,100,100,1307,40455386.33,5.4,48319332.87
2000000,12667,2005,2.35,92,92,39518,14000,6.6,12667
2000000,10024,2015,2.126976154,87,87,776,40455386.33,6,48319332.87
2000000,4294373,2008,2.35,91,91,14561,40455386.33,6.8,5824
2000000,2436,2012,2.35,106,106,1611,2000000,5.7,2436
2000000,3620902,2009,2.35,88,88,1593,40455386.33,5.2,48319332.87
2000000,2151887,2011,1.78,92,92,762,100000,6.1,48319332.87
2000000,105377,2004,2.35,99,99,1650,2000000,6.4,48319332.87
2000000,63555,2012,1.85,86,86,322,40455386.33,5.7,48319332.87
2000000,926,2015,2.126976154,81,81,712,2000000,7.4,48319332.87
1987650,21270290,2010,2.35,95,95,17471,3000000,7,1028658
1900000,4600000,1986,1.85,99,99,19649,1900000,7.1,4600000
1900000,5617067,2008,1.85,90,90,68,1000000,7.8,2957978
1900000,7785229,2009,2.35,98,98,2032,40455386.33,7.2,1445366
1900000,1445140,2003,2.35,103,103,2389,1900000,6.4,1420578
1900000,478595,2015,1.85,89,89,4249,1900000,7.2,444044
1900000,4581937,2010,1.85,97,97,3275,40455386.33,7.3,466702
1900000,740932,2013,1.85,108,108,176,1500000,8.1,48319332.87
1900000,10137234,2013,2.126976154,160,160,1182,40455386.33,6.4,95236
1900000,12444,2015,2.126976154,155,155,349,150000000,5.1,48319332.87
1800000,70165900,2010,1.85,87,87,1958,1800000,5.6,40990055
1800000,23265132,2012,1.85,93,93,2658,1800000,7.3,12784397
1800000,8800000,1973,2.35,96,96,1432,1800000,5.5,48319332.87
1800000,6800000,1968,1.85,114,114,18263,1800000,7,48319332.87
1800000,5719000,2002,1.85,118,118,546,1800000,6.8,5709616
1800000,3050934,2000,1.85,109,109,2187,1800000,7.3,3050934
1800000,842693,2011,1.85,109,109,1439,40455386.33,6.3,841206
